	Gene	Chrom	nSNPS	TopSNP P-Value	TopSNP Position	Binarized Heat	Negative Log	Size Adjusted Heat	HumanGene
6348	Knstrn	chr3	101	2.72E-05	110620795	0	4.565265074	4.510800054	KNSTRN
21989	Tmc5	chr1	321	2.73E-05	188299444	0	4.563363546	4.479980626	TMC5
5992	Itpripl2	chr1	61	2.74E-05	188131541	0	4.561796359	4.525275015	ITPRIPL2
8659	LOC102552387	chr1	115	2.77E-05	108842879	0	4.558212204	4.506292208	NA
5825	Inafm2	chr3	34	2.78E-05	110540063	0	4.55623024	4.51605651	INAFM2
7233	LOC102546973	chr3	42	2.78E-05	110540063	0	4.55623024	4.518781242	NA
7530	LOC102548045	chr3	55	2.78E-05	110540063	0	4.55623024	4.505661567	NA
19173	RGD1565536	chr3	56	2.78E-05	110540063	0	4.55623024	4.512718362	NA
2202	Chp1	chr3	96	2.80E-05	111360099	0	4.552793889	4.482542691	CHP1
3930	Exd1	chr3	73	2.80E-05	111360099	0	4.552793889	4.490033194	EXD1
17833	Phgr1	chr3	48	2.80E-05	110570054	0	4.552429585	4.511811103	PHGR1
21816	Tfap4	chr10	65	2.82E-05	11223331	0	4.550412077	4.497361628	TFAP4
18568	Psmd12	chr10	45	2.84E-05	95730773	0	4.547088619	4.493752044	PSMD12
3705	Elavl2	chr5	278	2.86E-05	109505079	0	4.543397144	4.355756577	ELAVL2
21522	Syt17	chr1	199	2.87E-05	188104854	0	4.541578219	4.439718523	SYT17
15728	Myrfl	chr7	225	2.90E-05	59854731	0	4.538168452	4.385507662	MYRFL
6127	Kcnmb4	chr7	140	2.90E-05	59471518	0	4.537506168	4.449726932	KCNMB4
16357	Nusap1	chr3	60	2.90E-05	111446447	0	4.537016848	4.47194505	NUSAP1
19334	Rad51	chr3	58	2.93E-05	110932050	0	4.533611405	4.474214962	RAD51
22433	Treml1	chr9	17	2.96E-05	14588329	0	4.528708289	4.487613933	TREML1
8397	LOC102551386	chr7	56	2.99E-05	58858967	0	4.524193751	4.486444571	NA
9909	LOC103690501	chr9	63	2.99E-05	17672755	0	4.524048572	4.485709066	NA
4867	Glis2	chr10	94	3.03E-05	11173765	0	4.518551638	4.461239404	GLIS2
2565	Coro7	chr10	125	3.04E-05	11112477	0	4.516920747	4.42799901	CORO7
23008	Vasn	chr10	48	3.04E-05	11112477	0	4.516920747	4.471753348	VASN
9189	LOC102554351	chr5	55	3.05E-05	109917242	0	4.515078355	4.466859938	NA
22591	Tspan5	chr2	490	3.06E-05	244184849	0	4.513926739	4.312778971	TSPAN5
16014	Nfya	chr9	69	3.07E-05	14586475	0	4.513315962	4.453347264	NFYA
22439	Trhde	chr7	852	3.09E-05	57643593	0	4.510701193	4.047622744	TRHDE
7814	LOC102549121	chr1	28	3.09E-05	185588401	0	4.510456336	4.454794603	NA
10043	LOC103691214	chr1	38	3.10E-05	186048950	0	4.508144052	4.459990893	NA
23568	Zfp133	chr3	85	3.15E-05	138588624	0	4.501260878	4.448073892	ZNF133
18876	RGD1311703	chr1	34	3.20E-05	185565553	0	4.494812023	4.448590472	C11orf58
12605	LOC108351456	chr7	35	3.22E-05	58980943	0	4.492384271	4.44636853	NA
12606	LOC108351457	chr7	154	3.22E-05	58980943	0	4.492384271	4.372392155	NA
19780	Rnf7	chr8	4	3.23E-05	104338181	0	4.491217185	4.447182246	RNF7
18655	Ptprb	chr7	224	3.26E-05	59334506	0	4.486432175	4.346769582	PTPRB
5915	Irf6	chr13	124	3.28E-05	111868706	0	4.484617664	4.430715862	IRF6
18992	RGD1561662	chr9	29	3.28E-05	15563804	0	4.483738377	4.411865793	C6orf132
2558	Coq7	chr1	82	3.29E-05	188193625	0	4.482636489	4.433145059	COQ7
20333	Sez6l	chr12	474	3.29E-05	50233129	0	4.482224989	4.294327411	SEZ6L
3253	Dll4	chr3	45	3.41E-05	111132402	0	4.467399753	4.420999498	DLL4
10282	LOC103691871	chr3	42	3.41E-05	111132402	0	4.467399753	4.428036214	NA
21370	Stpg2	chr2	860	3.47E-05	244893317	0	4.459452807	3.899449594	STPG2
952	Asphd2	chr12	25	3.48E-05	50268327	0	4.457859531	4.412691128	ASPHD2
21719	Tcf4	chr18	541	3.54E-05	65513683	0	4.451197983	4.193035649	TCF4
18624	Pth2r	chr9	208	3.56E-05	72160174	0	4.448250003	4.307837457	PTH2R
13613	LOC361635	chr1	196	3.62E-05	188522775	0	4.441280632	4.302500516	NA
3295	Dnaja3	chr10	79	3.64E-05	11081407	0	4.438966629	4.378762002	DNAJA3
5074	Gprc5b	chr1	23	3.70E-05	188688975	0	4.431547162	4.371848528	GPRC5B
5897	Iqck	chr1	314	3.70E-05	188688975	0	4.431547162	4.278206696	IQCK
8296	LOC102550985	chr1	15	3.70E-05	188688975	0	4.431547162	4.385496283	NA
21649	Tbc1d15	chr7	114	3.75E-05	58154983	0	4.426369626	4.335916859	TBC1D15
11706	LOC108349625	chr1	68	3.77E-05	188179090	0	4.423592992	4.377282089	NA
2615	Cpne4	chr8	1695	3.78E-05	113412153	0	4.422208434	3.905074071	CPNE4
7890	LOC102549403	chr7	31	3.81E-05	57724720	0	4.418696749	4.376257094	NA
3528	Dzank1	chr3	68	3.88E-05	138623698	0	4.411442593	4.316573431	DZANK1
6831	LOC100910827	chr3	41	3.88E-05	111417665	0	4.411289177	4.363080801	NA
16420	Oip5	chr3	31	3.88E-05	111417665	0	4.411289177	4.36797809	OIP5
21219	Srl	chr10	110	3.90E-05	11237370	0	4.408491303	4.329507711	SRL
10283	LOC103691872	chr3	11	3.91E-05	112407719	0	4.407447979	4.356408451	NA
249	Adamts12	chr2	569	4.01E-05	61265470	0	4.397258701	4.059832164	ADAMTS12
15908	Ndufaf1	chr3	25	4.03E-05	111455776	0	4.395187721	4.349513325	NDUFAF1
10046	LOC103691222	chr1	37	4.08E-05	192949847	0	4.389537869	4.353460273	NA
3138	Defb9	chr16	12	4.08E-05	75172664	0	4.388907886	4.351495031	NA
17484	Pam16	chr10	70	4.08E-05	11152965	0	4.388895126	4.346669313	PAM16
7361	LOC102547459	chr3	99	4.09E-05	109801480	0	4.387980538	4.341519042	NA
5519	Hpx	chr1	47	4.11E-05	170438971	0	4.385765272	4.343608732	HPX
4556	Fsip1	chr3	227	4.12E-05	109905079	0	4.385071162	4.206642881	FSIP1
1710	Ccdc32	chr3	78	4.16E-05	110815098	0	4.380944254	4.333778986	CCDC32
18	Aars2	chr9	88	4.21E-05	17888128	0	4.376223672	4.329094546	AARS2
11707	LOC108349626	chr1	122	4.21E-05	188913340	0	4.375912916	4.326265873	NA
20315	Sertad4	chr13	26	4.28E-05	111565148	0	4.368360437	4.323131797	SERTAD4
2430	Cnot2	chr7	65	4.28E-05	59578734	0	4.368274234	4.24209274	CNOT2
19685	Rmdn3	chr3	33	4.32E-05	110961457	0	4.36410628	4.308799946	RMDN3
8800	LOC102552845	chr11	4	4.34E-05	29685590	0	4.362678417	4.323079953	NA
17928	Pitpnc1	chr10	396	4.39E-05	95702551	0	4.35742964	4.053896601	PITPNC1
10100	LOC103691380	chr1	119	4.55E-05	276921650	0	4.342139439	4.252333219	NA
10616	LOC103692862	chr7	9	4.57E-05	59626158	0	4.340444119	4.304448847	NA
4744	Gde1	chr1	49	4.74E-05	188403206	0	4.32382511	4.249474767	GDE1
19295	Rab3ip	chr7	140	4.77E-05	59972043	0	4.321405148	4.24258018	RAB3IP
2707	Crybb1	chr12	67	4.83E-05	50387122	0	4.315781408	4.267497734	CRYBB1
22385	Tpst2	chr12	83	4.83E-05	50387122	0	4.315781408	4.240544573	TPST2
12361	LOC108351000	chr5	56	5.01E-05	110754726	0	4.30017181	4.244584369	NA
19678	Rit2	chr18	843	5.09E-05	23922632	0	4.293488749	3.899549622	RIT2
622	Ankrd63	chr3	34	5.15E-05	110489396	0	4.288191928	4.244754342	ANKRD63
17992	Plcb2	chr3	68	5.15E-05	110489396	0	4.288191928	4.233691769	PLCB2
19269	Rab21	chr7	63	5.23E-05	58252115	0	4.281726729	4.22222487	RAB21
17944	Pkd2l2	chr18	62	5.24E-05	27220317	0	4.280351396	4.210767828	PKD2L2
21574	Taf8	chr9	6	5.28E-05	15536350	0	4.277661465	4.223019749	TAF8
21230	Srrd	chr12	34	5.29E-05	50326413	0	4.276858053	4.23660501	SRRD
21828	Tfip11	chr12	45	5.29E-05	50326413	0	4.276858053	4.229958833	TFIP11
13253	LOC108352599	chr13	20	5.35E-05	111579458	0	4.271656771	4.234521007	NA
19350	Rai14	chr2	73	5.45E-05	60562652	0	4.263908806	4.090461143	RAI14
20199	Sec23b	chr3	90	5.48E-05	138729881	0	4.26150801	4.184730105	SEC23B
21406	Stxbp6	chr6	606	5.52E-05	65308535	0	4.258329292	3.989744908	STXBP6
13354	LOC108352793	chr14	28	5.60E-05	88193028	0	4.25208194	4.214753416	NA
6199	Kif13a	chr17	459	5.64E-05	18164420	0	4.248506882	4.029717628	KIF13A
21515	Syt1	chr7	560	5.72E-05	50408387	0	4.24285004	3.651103799	SYT1
19439	Rbbp9	chr3	28	5.76E-05	138714928	0	4.239801507	4.198402953	RBBP9
1239	Bfsp1	chr3	38	5.82E-05	137929946	0	4.235350214	4.143197753	BFSP1
23593	Zfp280d	chr8	85	6.00E-05	78869952	0	4.222175317	4.096311073	ZNF280D
4981	Gp2	chr1	177	6.04E-05	189162257	0	4.218671233	4.168419809	GP2
16363	Nxn	chr10	50	6.17E-05	64494090	0	4.210062692	4.036459416	NXN
5514	Hps4	chr12	44	6.27E-05	50299349	0	4.202784411	4.137390345	HPS4
9742	LOC102556781	chr12	23	6.27E-05	50299349	0	4.202784411	4.16109973	NA
8049	LOC102550034	chr15	32	6.47E-05	87630149	0	4.189243418	4.151410909	NA
17545	Pawr	chr7	119	6.49E-05	51332573	0	4.18769642	4.072825476	PAWR
18150	Polg2	chr10	36	6.63E-05	94960243	0	4.178338457	4.13325539	POLG2
12098	LOC108350479	chr3	282	6.66E-05	138218923	0	4.176321713	3.956736324	NA
5026	Gpr139	chr1	146	6.71E-05	188898415	0	4.173587616	4.097955223	GPR139
18174	Polr3f	chr3	33	6.76E-05	138683519	0	4.169737335	4.118683752	POLR3F
5042	Gpr176	chr3	273	6.79E-05	110044553	0	4.168135343	4.035226351	GPR176
5255	Habp2	chr1	110	6.81E-05	277072704	0	4.167099122	4.0964865	HABP2
7185	LOC102546765	chr1	63	6.81E-05	277072704	0	4.167099122	4.124234794	NA
3103	Defb10	chr16	66	6.83E-05	75194682	0	4.165542418	4.120831818	NA
5199	Gtf3c1	chr1	114	6.83E-05	197024749	0	4.165473756	4.064390116	GTF3C1
5779	Il21r	chr1	58	6.83E-05	197024749	0	4.165473756	4.102965054	IL21R
3112	Defb2	chr16	8	6.84E-05	75219620	0	4.164980726	4.116472167	NA
12362	LOC108351001	chr5	77	6.93E-05	110724427	0	4.159263632	4.105422068	NA
22627	Ttc23l	chr2	59	6.94E-05	60544303	0	4.158475354	4.077436667	TTC23L
19757	Rnf213	chr10	215	6.95E-05	108552163	0	4.157845885	4.023814472	RNF213
14909	Miat	chr12	55	7.04E-05	50450672	0	4.152432893	4.103148277	MIAT
10129	LOC103691455	chr12	45	7.04E-05	50450672	0	4.152432893	4.114875468	NA
1594	Casp7	chr1	64	7.18E-05	277228299	0	4.144083075	4.057035721	CASP7
19962	Rtf1	chr3	21	7.23E-05	111470646	0	4.140627499	4.046182006	RTF1
2706	Cryba4	chr12	47	7.28E-05	50404906	0	4.138071498	4.096835584	CRYBA4
5540	Hs6st3	chr15	809	7.32E-05	104861861	0	4.135206008	3.291338724	HS6ST3
7237	LOC102546997	chr1	85	7.39E-05	277049409	0	4.131390236	4.070650501	NA
11742	LOC108349675	chr1	74	7.39E-05	277049409	0	4.131390236	4.090374188	NA
4359	Fgd6	chr7	277	7.50E-05	34984524	0	4.124951476	3.978765188	FGD6
18064	Plpp4	chr1	532	7.52E-05	202442468	0	4.123793132	3.960405091	PLPP4
11418	LOC108348810	chr18	154	7.54E-05	68653449	0	4.122671855	4.051965866	NA
19276	Rab27b	chr18	345	7.54E-05	68653449	0	4.122671855	3.928836891	RAB27B
12485	LOC108351230	chr6	50	7.56E-05	65793259	0	4.121224366	4.078674276	NA
4932	Gnb5	chr8	216	7.58E-05	82263713	0	4.120248298	4.047938993	GNB5
10552	LOC103692626	chr6	35	7.60E-05	65766472	0	4.119001301	4.080691914	NA
10553	LOC103692627	chr6	38	7.60E-05	65766472	0	4.119001301	4.07777643	NA
19205	RGD1566320	chr3	28	7.84E-05	138757050	0	4.105410927	4.069196793	NA
7600	LOC102548285	chr18	45	7.99E-05	68685862	0	4.097542372	4.05859447	NA
13472	LOC108353034	chr15	169	8.08E-05	24656397	0	4.092771963	4.054947486	NA
21865	Thbs1	chr3	84	8.10E-05	109862874	0	4.09127806	4.045268344	THBS1
8113	LOC102550304	chr3	50	8.12E-05	138260702	0	4.090292101	4.051135377	NA
1811	Ccp110	chr1	120	8.20E-05	188415482	0	4.086310098	4.023601609	CCP110
5997	Izumo3	chr5	46	8.27E-05	110710858	0	4.082348525	4.044900531	IZUMO3
4003	Fam101b	chr10	41	8.32E-05	64195951	0	4.079974819	4.039054147	NA
7292	LOC102547232	chr10	55	8.32E-05	64195951	0	4.079974819	4.039634432	NA
20483	Sirpd	chr2	1210	8.33E-05	76859718	0	4.079264812	3.796774657	NA
19176	RGD1565611	chr10	41	8.37E-05	64187506	0	4.077206575	4.038890161	C17orf97
17902	Pik3r1	chr2	152	8.48E-05	31807522	0	4.071801366	3.952292153	PIK3R1
11140	LOC103695038	chr1	91	8.72E-05	196402727	0	4.059312222	4.004509873	NA
24	Aatk	chr10	115	8.73E-05	109174760	0	4.059048442	3.984153956	AATK
1149	Baiap2	chr10	55	8.73E-05	109174760	0	4.059048442	3.943980723	BAIAP2
9447	LOC102555435	chr6	48	8.75E-05	65736586	0	4.058019246	4.017334504	NA
11224	LOC108348243	chr5	53	8.79E-05	107261439	0	4.05612033	4.020969383	NA
10812	LOC103693389	chr10	5	8.81E-05	63545497	0	4.055225758	3.970536692	NA
1085	Atxn7l3b	chr7	30	8.81E-05	55595983	0	4.054941283	4.016784497	ATXN7L3B
12603	LOC108351452	chr7	29	8.81E-05	55595983	0	4.054941283	4.018487204	NA
10852	LOC103693491	chr10	31	9.15E-05	108666214	0	4.038649158	3.997478501	NA
20723	Slc38a10	chr10	155	9.18E-05	109323186	0	4.037165834	3.952496848	SLC38A10
17949	Pkia	chr2	283	9.33E-05	96656161	0	4.029899635	3.919947063	PKIA
4844	Gk5	chr8	59	9.46E-05	103969544	0	4.024207119	3.916477302	GK5
12358	LOC108350996	chr5	66	9.66E-05	107171645	0	4.014895212	3.954390402	NA
15410	Mrc2	chr10	259	9.68E-05	93546093	0	4.013936698	3.91774834	MRC2
100	Abr	chr10	48	9.83E-05	64611901	0	4.007652412	3.880711929	ABR
3766	Endov	chr10	53	9.87E-05	108629743	0	4.005506877	3.954868931	ENDOV
23616	Zfp353	chr5	7	1.00E-04	108747444	0	3.998716387	3.961530425	NA
5678	Ifne	chr5	65	1.01E-04	107244395	0	3.995171529	3.95724766	IFNE
1568	Card14	chr10	191	1.01E-04	108456979	0	3.995012646	3.93174897	CARD14
6432	Krtap7-1	chr11	7	1.02E-04	29636344	0	3.992730294	3.957493008	KRTAP7-1
9439	LOC102555380	chr6	46	1.03E-04	65730799	0	3.986210901	3.934061	NA
16199	Nptx1	chr10	25	1.04E-04	108676434	0	3.982078102	3.93846884	NPTX1
6433	Krtap8-1	chr11	8	1.04E-04	29625509	0	3.98112482	3.946213819	KRTAP8-1
3460	Dstn	chr3	29	1.04E-04	138018978	0	3.98090449	3.919383679	DSTN
8408	LOC102551433	chr10	22	1.05E-04	108700700	0	3.979630429	3.941959557	NA
2061	Cep131	chr10	125	1.07E-04	109238375	0	3.970267303	3.911155983	CEP131
15121	Mir3562	chr10	57	1.07E-04	109238375	0	3.970267303	3.935537014	NA
15143	Mir3594	chr10	61	1.07E-04	109238375	0	3.970267303	3.9355842	NA
10551	LOC103692625	chr6	28	1.08E-04	65602537	0	3.966069863	3.928128927	NA
21777	Tepsin	chr10	65	1.10E-04	109263127	0	3.958634953	3.916402112	TEPSIN
13059	LOC108352228	chr10	69	1.10E-04	99154027	0	3.958252128	3.918125584	NA
18668	Ptprq	chr7	217	1.11E-04	49802463	0	3.955864149	3.648897586	PTPRQ
8021	LOC102549940	chr1	39	1.13E-04	187965327	0	3.947875746	3.907041414	NA
95	Ablim1	chr1	412	1.14E-04	277942350	0	3.941532218	3.716946133	ABLIM1
5332	Heatr5a	chr6	171	1.15E-04	72647294	0	3.93783559	3.801267185	HEATR5A
7009	LOC100912408	chr1	2	1.17E-04	173118392	0	3.932843559	3.897240833	NA
16924	Olr279	chr1	7	1.17E-04	173117556	0	3.932843559	3.897275971	NA
1191	Bcat1	chr4	306	1.17E-04	179265691	0	3.932713353	3.817059324	BCAT1
21919	Timm22	chr10	22	1.17E-04	64555142	0	3.930735311	3.888327783	TIMM22
19923	Rrbp1	chr3	47	1.18E-04	138048281	0	3.9277023	3.830918596	RRBP1
280	Adcy1	chr14	411	1.18E-04	87347686	0	3.926751015	3.773755908	ADCY1
3744	Emcn	chr2	118	1.21E-04	242725256	0	3.917351041	3.801241217	EMCN
3686	Eif4a3	chr10	76	1.22E-04	108409468	0	3.913262995	3.868610625	EIF4A3
4611	Gaa	chr10	116	1.22E-04	108409468	0	3.913262995	3.861450423	GAA
20380	Sgsh	chr10	131	1.22E-04	108469765	0	3.912974998	3.868535466	SGSH
20650	Slc26a11	chr10	163	1.22E-04	108469765	0	3.912974998	3.853173961	SLC26A11
19945	Rsl1	chr2	325	1.24E-04	87039724	0	3.905535859	3.845934609	NA
19912	Rptor	chr10	431	1.27E-04	108880928	0	3.897710397	3.553802331	RPTOR
18414	Prlr	chr2	321	1.28E-04	60323435	0	3.894414885	3.664751802	PRLR
15960	Nek5	chr16	113	1.28E-04	74830583	0	3.8920781	3.814909657	NEK5
1156	Banf2	chr3	128	1.28E-04	138170877	0	3.891333517	3.800867699	BANF2
619	Ankrd55	chr2	374	1.31E-04	43840231	0	3.883697831	3.470218741	ANKRD55
13024	LOC108352165	chr10	49	1.32E-04	108416505	0	3.880945464	3.845001394	NA
9211	LOC102554453	chr4	109	1.32E-04	179210059	0	3.880143906	3.825043383	NA
12256	LOC108350785	chr4	72	1.32E-04	179210059	0	3.880143906	3.843489035	NA
12602	LOC108351451	chr7	25	1.33E-04	55618306	0	3.877682525	3.840157227	NA
22871	Umod	chr1	197	1.37E-04	189186664	0	3.863526766	3.814940902	UMOD
15069	Mir3065	chr10	25	1.37E-04	109185294	0	3.862877025	3.828155771	NA
15094	Mir338	chr10	25	1.37E-04	109185294	0	3.862877025	3.828192917	NA
11845	LOC108349966	chr2	50	1.41E-04	61337183	0	3.851554682	3.779074706	NA
18261	Ppp1r12a	chr7	118	1.41E-04	51462580	0	3.850559177	3.705092724	PPP1R12A
8083	LOC102550148	chr7	6	1.41E-04	50078891	0	3.850211442	3.802888553	NA
1140	Bach2	chr5	681	1.43E-04	47488834	0	3.845801298	3.461520212	BACH2
11174	LOC108348093	chr1	10	1.43E-04	282668986	0	3.845113675	3.790779169	NA
7138	LOC102546573	chr7	37	1.46E-04	55694714	0	3.835492492	3.793860016	NA
21119	Spef2	chr2	284	1.48E-04	59020890	0	3.828375917	3.610779362	SPEF2
21598	Tars	chr2	38	1.54E-04	61398201	0	3.813868987	3.759690094	TARS
1384	Btnl2	chr20	225	1.54E-04	4150626	0	3.811642518	3.760778682	BTNL2
1385	Btnl3	chr20	290	1.54E-04	4150626	0	3.811642518	3.761935237	NA
15080	Mir31	chr5	5	1.56E-04	107214016	0	3.80581046	3.771086194	NA
15114	Mir3554	chr5	5	1.56E-04	107214016	0	3.80581046	3.771074146	NA
10102	LOC103691383	chr1	41	1.58E-04	277936364	0	3.802168307	3.762981464	NA
14035	LOC690871	chr10	54	1.61E-04	109276501	0	3.792608022	3.755829665	NA
15742	N6amt1	chr11	83	1.64E-04	27007267	0	3.78405328	3.737030574	N6AMT1
5383	Hgsnat	chr16	99	1.65E-04	70896654	0	3.782792513	3.71515762	HGSNAT
11943	LOC108350121	chr2	244	1.66E-04	243012470	0	3.778611847	3.667606127	NA
14465	Ltn1	chr11	149	1.68E-04	27034551	0	3.775055368	3.682963144	LTN1
5798	Il4r	chr1	51	1.69E-04	196934326	0	3.772604403	3.713009176	IL4R
846	Arl15	chr2	453	1.71E-04	45670430	0	3.766948019	3.346494459	ARL15
4606	G4	chr20	109	1.74E-04	5108610	0	3.759870273	3.722916225	C6orf47
2748	Csnk2b	chr20	144	1.74E-04	5108610	0	3.759870273	3.720248718	CSNK2B
4989	Gpank1	chr20	120	1.74E-04	5108610	0	3.759870273	3.722088966	GPANK1
14481	Ly6g5b	chr20	127	1.74E-04	5108610	0	3.759870273	3.722886106	LY6G5B
14482	Ly6g5c	chr20	150	1.74E-04	5108610	0	3.759870273	3.721018751	LY6G5C
2317	Clec19a	chr1	105	1.75E-04	188000606	0	3.756027363	3.712909035	CLEC19A
15969	Nell1	chr1	495	1.77E-04	106122856	0	3.753092922	2.844639247	NELL1
6351	Kpna2	chr10	47	1.77E-04	95221642	0	3.752650406	3.705901779	KPNA2
8318	LOC102551078	chr14	174	1.80E-04	10956099	0	3.745652562	3.708561975	NA
5845	Inpp4b	chr19	1636	1.80E-04	29812271	0	3.743941651	2.957723432	INPP4B
23491	Zc2hc1a	chr2	110	1.80E-04	96491788	0	3.743542043	3.671511838	ZC2HC1A
1319	Bptf	chr10	176	1.82E-04	95300639	0	3.739573209	3.602963641	BPTF
1581	Casc1	chr4	167	1.85E-04	179470526	0	3.732762546	3.662020414	CASC1
14512	Lyrm5	chr4	74	1.85E-04	179470526	0	3.732762546	3.692720333	NA
12359	LOC108350998	chr5	23	1.85E-04	107629211	0	3.732199587	3.689499908	NA
6143	Kcnu1	chr16	90	1.86E-04	70908004	0	3.730655202	3.610933151	KCNU1
13296	LOC108352711	chr14	225	1.86E-04	10972043	0	3.729635646	3.684877861	NA
19152	RGD1565033	chr10	68	1.89E-04	95241781	0	3.723627821	3.684157863	C17orf58
18404	Prkd1	chr6	272	1.90E-04	71323972	0	3.722083794	3.37170725	PRKD1
79	Abhd16a	chr20	255	1.91E-04	5095546	0	3.719576437	3.670033805	ABHD16A
14279	Lmntd1	chr4	504	1.91E-04	179669017	0	3.718930254	3.436634865	LMNTD1
6347	Knl1	chr3	50	1.96E-04	110894745	0	3.7069514	3.609582392	KNL1
2293	Cldn10	chr15	165	1.97E-04	104053773	0	3.705994767	3.581865356	CLDN10
14850	Mettl2b	chr10	111	1.97E-04	93351251	0	3.705498503	3.656999983	METTL2A
21953	Tlk2	chr10	220	1.97E-04	93504931	0	3.704991795	3.572892995	TLK2
12322	LOC108350946	chr5	23	1.99E-04	47534444	0	3.701339016	3.65891944	NA
10600	LOC103692823	chr7	49	2.01E-04	34665954	0	3.696378499	3.659774831	NA
6167	Kdm1b	chr17	115	2.02E-04	18006348	0	3.693871037	3.618254707	KDM1B
5677	Ifnb1	chr5	41	2.02E-04	106858719	0	3.693692945	3.658517904	IFNB1
1795	Ccnd3	chr9	81	2.04E-04	15414688	0	3.690972728	3.650240799	CCND3
11194	LOC108348158	chr1	39	2.04E-04	276022140	0	3.690723373	3.629656349	NA
6359	Kras	chr4	131	2.05E-04	179518791	0	3.68927271	3.621602679	KRAS
11316	LOC108348531	chr17	106	2.06E-04	18146361	0	3.686061106	3.641086466	NA
12956	LOC108352072	chr10	760	2.07E-04	23270330	0	3.683601865	3.125374648	NA
11555	LOC108349060	chr20	183	2.08E-04	23914935	0	3.682226988	3.61935887	NA
7413	LOC102547646	chr2	81	2.10E-04	60780551	0	3.677212358	3.638305619	NA
16318	Nudt16	chr8	44	2.11E-04	113674402	0	3.674987474	3.638305497	NUDT16
19377	Rap1gds1	chr2	337	2.13E-04	244259241	0	3.672030417	3.524533969	RAP1GDS1
23033	Vezt	chr7	296	2.16E-04	34894687	0	3.666389518	3.568295654	VEZT
5487	Homer2	chr1	287	2.22E-04	143472544	0	3.654510604	3.527247851	HOMER2
5803	Il7	chr2	41	2.27E-04	96447902	0	3.643962664	3.562062584	IL7
5674	Ifna5	chr5	17	2.28E-04	106954771	0	3.642213753	3.606504608	IFNA5
23200	Vps53	chr10	145	2.30E-04	64209122	0	3.639145407	3.481574277	VPS53
15504	Mrvi1	chr1	139	2.30E-04	175802417	0	3.637800361	3.479919009	MRVI1
10768	LOC103693274	chr10	24	2.31E-04	11281321	0	3.635535309	3.596540222	NA
10130	LOC103691456	chr2	222	2.35E-04	44095907	0	3.628703039	3.530159404	NA
2802	Ctr9	chr1	29	2.36E-04	175858575	0	3.627913204	3.563148616	CTR9
23295	Wdr70	chr2	363	2.37E-04	57009192	0	3.626053181	3.338377601	WDR70
13904	LOC687082	chr1	15	2.37E-04	172867046	0	3.626010958	3.590364058	OR5P3
12981	LOC108352108	chr10	2	2.37E-04	64520880	0	3.624634552	3.580504237	NA
9179	LOC102554307	chr2	224	2.40E-04	43690225	0	3.619548153	3.517245713	NA
20471	Sil1	chr18	102	2.40E-04	28280684	0	3.619023988	3.34894572	SIL1
11069	LOC103694235	chr18	64	2.40E-04	64369236	0	3.619011344	3.567923626	NA
8698	LOC102552513	chr20	78	2.42E-04	23925514	0	3.616886892	3.572439328	NA
3697	Eif4g2	chr1	19	2.45E-04	175891623	0	3.609967963	3.563153075	EIF4G2
10041	LOC103691206	chr1	15	2.45E-04	175864702	0	3.609967963	3.573362287	NA
15781	Nadk2	chr2	186	2.46E-04	58492444	0	3.609264432	3.532331918	NADK2
736	Apom	chr20	103	2.47E-04	5128430	0	3.607524646	3.570295514	APOM
1146	Bag6	chr20	141	2.47E-04	5128430	0	3.607524646	3.559280127	BAG6
9490	LOC102555623	chr2	156	2.47E-04	243324337	0	3.607090347	3.553337131	NA
9540	LOC102555814	chr2	179	2.47E-04	243324337	0	3.607090347	3.551868346	NA
22966	Usp47	chr1	143	2.48E-04	176927278	0	3.604893868	3.48677212	USP47
5161	Gsg1l	chr1	555	2.48E-04	197403499	0	3.604799457	3.358273957	GSG1L
1341	Brix1	chr2	15	2.49E-04	60466029	0	3.604229927	3.558690061	BRIX1
19328	Rad1	chr2	28	2.49E-04	60466029	0	3.604229927	3.561445916	RAD1
8325	LOC102551110	chr5	30	2.51E-04	47457976	0	3.600596283	3.548984501	NA
16922	Olr276	chr1	110	2.52E-04	172890808	0	3.598347917	3.562781333	NA
1150	Baiap2l1	chr12	93	2.53E-04	12258346	0	3.597724858	3.468528489	BAIAP2L1
1394	Bysl	chr9	75	2.53E-04	15412619	0	3.596932696	3.552524287	BYSL
11844	LOC108349965	chr2	34	2.55E-04	60468073	0	3.592877744	3.547808733	NA
14095	Lamb3	chr13	139	2.56E-04	112058705	0	3.592148699	3.515792454	LAMB3
17359	Osbp2	chr14	103	2.58E-04	83972966	0	3.588092543	3.389773919	OSBP2
11714	LOC108349638	chr1	131	2.58E-04	196260803	0	3.587719256	3.451603634	NA
5450	Hmgcll1	chr8	69	2.59E-04	83070316	0	3.587211965	3.417118513	HMGCLL1
2735	Csmd1	chr16	4067	2.62E-04	77208196	0	3.582149813	1.843419882	CSMD1
1361	Btbd10	chr1	82	2.63E-04	178194264	0	3.579300149	3.48646299	BTBD10
18621	Pth	chr1	20	2.63E-04	178207079	0	3.579300149	3.541737704	PTH
21896	Tial1	chr1	25	2.65E-04	199863714	0	3.575951832	3.520260984	TIAL1
13612	LOC361346	chr18	39	2.66E-04	68974032	0	3.575749038	3.514480219	C18orf54
21310	Stard6	chr18	34	2.66E-04	68974032	0	3.575749038	3.519668655	STARD6
